State,State Code,Local Government,LGA Code,Ward,Ward Code,Polling Unit,PU Code,Full Polling Unit Code,Senatorial District,House of Representatives
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Front Of African Church/Ta-Olori  Iii,007,27/01/11/007,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,A.L.G. Maternity Totoro  I,008,27/01/11/008,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,A.L.G. Maternity Totoro  Ii,009,27/01/11/009,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Sokori Market Square  I,010,27/01/11/010,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Sokori Market Square  Ii,011,27/01/11/011,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,African Church Central Pri Sch Ita Iyalode,012,27/01/11/012,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Methodist Pry. School Sokori  I,013,27/01/11/013,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Oke-Sokori Mosque,014,27/01/11/014,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Asasin'S Compound  I,015,27/01/11/015,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Asasin'S Compound  Ii,016,27/01/11/016,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Olokun'S Compound,017,27/01/11/017,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Space At Oriyanrin  I,018,27/01/11/018,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Space At Oriyanrin  Ii,019,27/01/11/019,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,A.L.G. Ebu Alaparo,020,27/01/11/020,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Olosi'S Compound  I,021,27/01/11/021,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Olosomi'S Compound,022,27/01/11/022,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Bus Stop At Pepsi,023,27/01/11/023,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,A.L.G. Ebu Ala Paro,024,27/01/11/024,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Gateway Secondary School   I,025,27/01/11/025,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Gateway Secondary School   Ii,026,27/01/11/026,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Akinolugbade Social Centre,027,27/01/11/027,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Open Space Beside Adisa Onifuneran House, Sokori",028,27/01/11/028,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Open Space At Adewale Aboaba Junction, Sokori",029,27/01/11/029,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"African Churchcentral Pry School Ii, Ita Iyalode",030,27/01/11/030,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Methodist Pry. School, Sokori  Ii",031,27/01/11/031,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Open Space Beside Oloruntobi Mosque Oje Ile Sokori,032,27/01/11/032,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Onijaye Junction, Sokori",033,27/01/11/033,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Space In Front Of Ogun State Vetinary Complex, Obasanjo Way",034,27/01/11/034,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,Open Space Beside Pence Foundation Int'L College,035,27/01/11/035,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Open Space Beside Femi Shorinola Junction, Oriyanrin",036,27/01/11/036,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Open Space At Olorunsogo Community Apo Junction, Pepsi",037,27/01/11/037,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Open Space At Ogun State Scout Council Hq,Ita-Iyalode",038,27/01/11/038,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Totoro/Sokori,11,"Open Space At Obasanjo Way Junction, Akinolugbade",039,27/01/11/039,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Olomore Housing Estate  I,001,27/01/12/001,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Olomore Housing Estate  Ii,002,27/01/12/002,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Olomore Housing Estate  Iii,003,27/01/12/003,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Near Fresh Fish Market  I,004,27/01/12/004,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Near Fresh Fish Market  Ii,005,27/01/12/005,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,E.A.C. /Ta Oshin  I,006,27/01/12/006,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,E.A.C. /Ta Oshin  Ii,007,27/01/12/007,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,E.A.C. /Ta Oshin  Iii,008,27/01/12/008,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Olosun Village,009,27/01/12/009,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Psychiatric Hospital  I,010,27/01/12/010,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Psychiatric Hospital  Ii,011,27/01/12/011,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,Surulere Olomore,012,27/01/12/012,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space At Baba Oil Junction, Olomore",013,27/01/12/013,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space Along Speaker Road, Old Foursquare, Olomore",014,27/01/12/014,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space At Ire-Akari Junction, Olomore",015,27/01/12/015,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space At Olorunjobi Osuolale Junction, Olomore",016,27/01/12/016,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space At Opeoluwa Community Juction, Ita-Oshin",017,27/01/12/017,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space In Front Water Corporation, Ita-Oshin",018,27/01/12/018,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space At Taorid Akiode Junction, Ita-Oshin",019,27/01/12/019,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space In Front Of Proposed Town Hall, Harmony Estate ,Ita-Oshin",020,27/01/12/020,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ita-Oshin/Olomore,12,"Open Space Biside Surulere Mosque, Surulere Olomore",021,27/01/12/021,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,A.U.D. Ijale Papa  I,001,27/01/13/001,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,A.U.D. Ijale Papa  Ii,002,27/01/13/002,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,"Anlg Pry Sch, Ijole Orile",003,27/01/13/003,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,Seriki Village,004,27/01/13/004,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,Baptist Pry. School Tibo  I,005,27/01/13/005,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,Baptist Pry. School Tibo  Ii,006,27/01/13/006,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,"Maternity Centre, Olorunda",007,27/01/13/007,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,Baptist School Olorunda  Ii,008,27/01/13/008,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,A.L.G. Begbinlawo  I,009,27/01/13/009,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,A.L.G. Begbinlawo  Ii,010,27/01/13/010,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,Ilogun Orile Village,011,27/01/13/011,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,A.N.G. Idi-Ori,012,27/01/13/012,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,R.C.M. Keesan Orile  I,013,27/01/13/013,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,R.C.M. Keesan Orile  Ii,014,27/01/13/014,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,A.N.G. Akiliyi,015,27/01/13/015,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,Akiegun Junction,016,27/01/13/016,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Olorunda Ijale,13,A.L.G. School Fapote,017,27/01/13/017,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.L.G. School Imala  I,001,27/01/14/001,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.L.G. School Imala  Ii,002,27/01/14/002,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.L.G. School Imala  Iii,003,27/01/14/003,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.L.G. School Imala  Iv,004,27/01/14/004,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.L.G. School Imala  V,005,27/01/14/005,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,Oyan Farm Settlement  I,006,27/01/14/006,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,Oyan Farm Settlement  Ii,007,27/01/14/007,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,F.S.P Idi-Emi   I,008,27/01/14/008,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,F.S.P Idi-Emi   Ii,009,27/01/14/009,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,F.S.P Idi-Emi   Iii,010,27/01/14/010,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,F.S.P Idi-Emi   Iv,011,27/01/14/011,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.L.G. Anigbado,012,27/01/14/012,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,St. Mathew Idi-Emi  I,013,27/01/14/013,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,St. Mathew Idi-Emi  Ii,014,27/01/14/014,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,St. Mathew Idi-Emi  Iii,015,27/01/14/015,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,"Anlg Sch, Olodo",016,27/01/14/016,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.N.G. Akapa  I,017,27/01/14/017,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,"Anlg Pry Sch, Molomo",018,27/01/14/018,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,Ipaya  Akintunde,019,27/01/14/019,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,A.N.L.G. School Olukosi,020,27/01/14/020,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,St. Patrick Ileniku,021,27/01/14/021,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,Obalakun  I,022,27/01/14/022,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,Obalakun  Ii,023,27/01/14/023,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Imalaidiemi,14,"Open Space At Ago Ibara, Idiemi",024,27/01/14/024,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,St. Paul-Ilewo Orile,001,27/01/15/001,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,St. Paul-Ilewo Orile,002,27/01/15/002,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,L.G. School Abese Ogongo,003,27/01/15/003,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Loki Village,004,27/01/15/004,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Ang Pry. School Isaga  I,005,27/01/15/005,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Ang Pry. School Isaga  Ii,006,27/01/15/006,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Koosa Village,007,27/01/15/007,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,S.A.A. Pry. School Kuta  I,008,27/01/15/008,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,S.A.A. Pry. School Kuta  Ii,009,27/01/15/009,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Ang. School Ikereku  I,010,27/01/15/010,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Ang. School Ikereku  Ii,011,27/01/15/011,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,A.C. School Atapa Ikoyi,012,27/01/15/012,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Kukudi Village,013,27/01/15/013,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Fagbenro Village,014,27/01/15/014,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Alg. School Sawgote,015,27/01/15/015,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,Oluwo Village,016,27/01/15/016,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Isaga Ilewo,15,"Open Space In Front Of Community Town Hall, Isaga Orile",017,27/01/15/017,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Oke Ata Housing Est  I,001,27/01/16/001,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Oke Ata Housing Est  Ii,002,27/01/16/002,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,St. Lukes Ibara Orile I,003,27/01/16/003,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,St. Lukes Ibara Orile Ii,004,27/01/16/004,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Near Surakat Mosque,005,27/01/16/005,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Near Mammy Market Alamala,006,27/01/16/006,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,A.N.L.G. Idiya,007,27/01/16/007,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Onisasa Village,008,27/01/16/008,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,St. John'S School Idi-Ori,009,27/01/16/009,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Ilugun Village,010,27/01/16/010,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Community Pri.Sch. Ibaro,011,27/01/16/011,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Adeleye Village,012,27/01/16/012,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Isale Isolo,013,27/01/16/013,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Isale Baale,014,27/01/16/014,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Idi-Igba Village,015,27/01/16/015,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,African Sch. Elefun Osile,016,27/01/16/016,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,St. Joseph Rcm Nur/Pry School Oluwo Village,017,27/01/16/017,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,Open Space In Front Of Proposed Health Center Ile-Ise Awo,018,27/01/16/018,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Open Space At Olorunsogo Adio , Soyoye",019,27/01/16/019,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Open Space At Ilupeju Idiya Junction, Idiya",020,27/01/16/020,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,".A.N.L.G Nursery And Primary School, Adio Ajegunle Soyoye.",021,27/01/16/021,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Open Space At Transformer Junction, Tunde Oladipo Housing Estate, Greenfield Rounder",022,27/01/16/022,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Near Isale Ola Comminity Hall, Soyoye",023,27/01/16/023,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Open Space In Front Of Oriola Comminity Hall, Soyoye",024,27/01/16/024,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Open Space In Front Of Community Hall, Idi-Ori",025,27/01/16/025,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Open Space In Front Of Community Health Centre, Adeun",026,27/01/16/026,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"Open Space At Mercy Land Estate, Adeun",027,27/01/16/027,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta North,01,Ibara Orile/Onisasa,16,"A.N.L.G Nursery And Primary School, Mango Oke Ata.",028,27/01/16/028,Ogun Central,Owode/Odeda
Ogun,27,Abeokuta South,02,Ake I,01,St. Peters School Ake,001,27/02/01/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Centenary Hall Ake  I,002,27/02/01/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Centenary Hall Ake  Ii,003,27/02/01/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Bus Stop Opp. C.A.C. Isale-Ake,004,27/02/01/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Bus Stop Near Petrol Station, Sale-Ake I",005,27/02/01/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Bus Stop Near Petrol Station, Sale-Ake Ii",006,27/02/01/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Open Space Molete Mkt. Erunwon  I,007,27/02/01/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Open Space Ibarapa Ake Mkt.,008,27/02/01/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Opp. Ogbon, House Erunwon  I",009,27/02/01/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Opp. Ogbon, House Erunwon  Ii",010,27/02/01/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Int. Oso Balogun Hs Erunwon,011,27/02/01/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,St. Peters Claver School Itesi  I,012,27/02/01/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Christ Ang School Iporo-Ake  I,013,27/02/01/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Christ Ang School Iporo-Ake  Ii,014,27/02/01/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Open Space At Ago-Owe,015,27/02/01/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Open Space Infront Of Ake'S Mosque,016,27/02/01/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Open Space Infront Of Ake'S Mosque,017,27/02/01/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Customary Court, Ake",018,27/02/01/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"T-Junction Beside Transformer, Ligegere,Ake",019,27/02/01/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Open Space Behind C.A.C Isale Ake (Idi Ero),020,27/02/01/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Open Space Behind Ogunmokun, Isale Ake",021,27/02/01/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Open Space, Iporo Ake Sawmill,Iporo Ake",022,27/02/01/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Ita Adila Erunwon,023,27/02/01/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Open Space Opp. Erunwon Central Mosq.,024,27/02/01/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,Itesi Oroki Community Hall,025,27/02/01/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake I,01,"Open Space Beside Anglican Church, Iporo Ake",026,27/02/01/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,New Aregba,001,27/02/02/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Aregba Dispensary I,002,27/02/02/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Aregba Dispensary Ii,003,27/02/02/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Near Ese-Okuta Aregba,004,27/02/02/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Opp. Ago-Ora Mosque, Aregba",005,27/02/02/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,A.L.G School Adatan,006,27/02/02/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Open Space At Sineco I,007,27/02/02/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Oke-Ola Mosques Car Wash,008,27/02/02/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Near C. C. C, Asero I",009,27/02/02/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Asero High School,010,27/02/02/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Space Near Fajol Hotel,011,27/02/02/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Bello Bajomo'S House,012,27/02/02/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Open Space Near Olorunkemi'S Hounse,013,27/02/02/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Open Space Near Paragon N/P Sch, Aregba",014,27/02/02/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Alh Olowogbola Mosq. Aregba,015,27/02/02/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Open Space Opp. Somoye'S House,016,27/02/02/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Open Space Near Foursquare Nursery Sch Opp. Stadium,017,27/02/02/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Ifelere Community Town Hall, Arokoje",018,27/02/02/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Open Space Near Ebenezer Church Behind Crown Royal,019,27/02/02/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Olasunkanmi Community Hall, Asero",020,27/02/02/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Ebenerzer Bapt. Sch. Annex, Isokan, Asero",021,27/02/02/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Open Space Beside Transformer, Kotogbo, Asero",022,27/02/02/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,Ilupeju Labaiwa Community Town Hall,023,27/02/02/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Eid Ground, Oke Odo, Labaiwa",024,27/02/02/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Ile Pako Junction, Oke Aregba",025,27/02/02/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Complex Junction, Aladesanmi",026,27/02/02/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ake Ii,02,"Open Space Opp. Ebenezer Villa, Obantoko",027,27/02/02/027,Ogun Central,Abeokuta South
